# Label: U
# Hands: Left (first) + Right (second)
# Timestamp: 2025-11-12 21:20:53
# Samples per hand: 50
# Normalization: Min-Max on X and Y axes
# Order: First 50 samples of Left hand, then 50 samples of Right hand
sample,hand_type,landmark_id,landmark_name,x_norm,y_norm,z_norm
1,Left,0,WRIST,0.09523641099842292,1.0,0.8004246260854215
1,Left,1,THUMB_CMC,0.48837892180868475,0.9568792198455776,0.5792337752113458
1,Left,2,THUMB_MCP,0.857846833707522,0.7954250303906353,0.45959209250339833
1,Left,3,THUMB_IP,0.9399076921663148,0.6272341310188764,0.2689031278558283
1,Left,4,THUMB_TIP,0.7612041029360679,0.5008485008214234,0.07998391154516644
1,Left,5,INDEX_FINGER_MCP,0.7678171504334736,0.5163191807217243,1.0
1,Left,6,INDEX_FINGER_PIP,0.88949495905794,0.28179787102336223,0.7366249445780967
1,Left,7,INDEX_FINGER_DIP,0.9613137576242439,0.1257505144332389,0.42818967654888274
1,Left,8,INDEX_FINGER_TIP,1.0,0.0,0.21264364646869835
1,Left,9,MIDDLE_FINGER_MCP,0.5042742568255556,0.4885899542497022,0.8846556384906443
1,Left,10,MIDDLE_FINGER_PIP,0.5982718968241494,0.36979479984301117,0.43362033090843366
1,Left,11,MIDDLE_FINGER_DIP,0.6201280358998892,0.5333818620745782,0.10338292071582823
1,Left,12,MIDDLE_FINGER_TIP,0.6076111381038929,0.6660174104756794,0.00737883279486632
1,Left,13,RING_FINGER_MCP,0.24962053087957015,0.48373166464263007,0.7066504842450547
1,Left,14,RING_FINGER_PIP,0.32229758948819515,0.3691169619383336,0.3175108456691997
1,Left,15,RING_FINGER_DIP,0.3913461699771619,0.5182496498363998,0.12847992177448755
1,Left,16,RING_FINGER_TIP,0.4324505429253439,0.6559247560813989,0.10554943462164913
1,Left,17,PINKY_MCP,0.0,0.4923398750858768,0.46962369440045026
1,Left,18,PINKY_PIP,0.02036390781440853,0.29574642423957975,0.2369921929853083
1,Left,19,PINKY_DIP,0.04630736074458333,0.1673838420351865,0.07821507846908624
1,Left,20,PINKY_TIP,0.09014765128783352,0.051748396076964236,0.0
2,Left,0,WRIST,0.09545048856316722,1.0,0.7942830883389032
2,Left,1,THUMB_CMC,0.4858768635796362,0.9526093388799303,0.581618144146671
2,Left,2,THUMB_MCP,0.8472098085842518,0.7901057073409574,0.4632928871029745
2,Left,3,THUMB_IP,0.9251560742835847,0.6189921091872929,0.2733644408608005
2,Left,4,THUMB_TIP,0.7488764961722864,0.49522986342702513,0.08589427115007649
2,Left,5,INDEX_FINGER_MCP,0.7678078376226181,0.5126612504964421,1.0
2,Left,6,INDEX_FINGER_PIP,0.8900187248000805,0.28168016040370214,0.7418224029022056
2,Left,7,INDEX_FINGER_DIP,0.9609666347079586,0.12604004339321964,0.4422872166823207
2,Left,8,INDEX_FINGER_TIP,1.0,0.0,0.2325239678940886
2,Left,9,MIDDLE_FINGER_MCP,0.5059198153237452,0.4837109004303929,0.8816688577363085
2,Left,10,MIDDLE_FINGER_PIP,0.6037973232111887,0.3642518306796931,0.43556555699836685
2,Left,11,MIDDLE_FINGER_DIP,0.6198182035099163,0.5316286900690643,0.11593073333264858
2,Left,12,MIDDLE_FINGER_TIP,0.6062839420625086,0.6623415018674658,0.02701669538452629
2,Left,13,RING_FINGER_MCP,0.2506303572986372,0.4789860216059437,0.7008732547609472
2,Left,14,RING_FINGER_PIP,0.3226881897260753,0.35979217280417464,0.3082270519664254
2,Left,15,RING_FINGER_DIP,0.3817007932855278,0.5099700334967583,0.12176958764008922
2,Left,16,RING_FINGER_TIP,0.41169349049746196,0.6474061436377019,0.10381971140984607
2,Left,17,PINKY_MCP,0.0,0.49040061315589284,0.46379147488513695
2,Left,18,PINKY_PIP,0.017099789967047262,0.2940491557886166,0.231325934023014
2,Left,19,PINKY_DIP,0.050560124794025614,0.1670749653563607,0.07521888486985798
2,Left,20,PINKY_TIP,0.09744174568175056,0.05211026865933295,0.0
3,Left,0,WRIST,0.11945846647131463,1.0,0.7299856325155453
3,Left,1,THUMB_CMC,0.5103339324677821,0.9457709127760048,0.5725285583642352
3,Left,2,THUMB_MCP,0.8761545572002342,0.7798561302396727,0.48342903113468644
3,Left,3,THUMB_IP,0.9549399793734921,0.6081552514352454,0.31588258958110854
3,Left,4,THUMB_TIP,0.7777458037311764,0.4785101461300614,0.15059599447722188
3,Left,5,INDEX_FINGER_MCP,0.7744764394221373,0.5047867932577491,1.0
3,Left,6,INDEX_FINGER_PIP,0.8946476095574828,0.27721227915007196,0.770953952898407
3,Left,7,INDEX_FINGER_DIP,0.9665216575085924,0.12328654169828623,0.4931689643791259
3,Left,8,INDEX_FINGER_TIP,1.0,0.0,0.2987190420603625
3,Left,9,MIDDLE_FINGER_MCP,0.5047863632062592,0.48002651395587276,0.8668344014550275
3,Left,10,MIDDLE_FINGER_PIP,0.6043240964426744,0.36308718101444687,0.45715433628556107
3,Left,11,MIDDLE_FINGER_DIP,0.6240988894468107,0.5307991543456383,0.1537249052497871
3,Left,12,MIDDLE_FINGER_TIP,0.6034182493278413,0.6667394189944236,0.07152257970787496
3,Left,13,RING_FINGER_MCP,0.24697655797150875,0.47803507139762047,0.6772108698249456
3,Left,14,RING_FINGER_PIP,0.32735086651470696,0.3717936837465457,0.3107959198019985
3,Left,15,RING_FINGER_DIP,0.39309001156045836,0.5260144186781643,0.14571197727625118
3,Left,16,RING_FINGER_TIP,0.42981097708716726,0.6638990299300129,0.13725519512268383
3,Left,17,PINKY_MCP,0.0,0.48688270958119195,0.4343736420869955
